city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,maintainers,aggregate,rating,tz,featureId,sources,curators
,,,BOL,43,0,,,,11138234,-16.286937560999938,-63.58694087799992,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""America/La_Paz""]",18,,
,,,BIH,191,3,,,,3856181,43.91899993950011,17.668099406000096,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""Europe/Sarajevo""]",19,,
,,,BRA,2985,77,,,,207353391,-14.236725569657125,-54.38839290699988,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""America/Cuiaba""]",20,,
,,,BRN,114,0,,,,443593,4.510995486500057,114.66157535500005,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""Asia/Brunei""]",21,,
,,,BGR,264,3,,,,7101510,42.73391529800004,25.47427473600007,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""Europe/Sofia""]",22,,
,,,BFA,152,7,,,,20107509,12.230804951500069,-1.5662045904998934,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""Africa/Ouagadougou""]",23,,
,,,CPV,4,1,,,,560899,16.066066799000083,-23.999460415499925,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""Atlantic/Cape_Verde""]",24,,
,,,KHM,96,0,,,,16204486,12.56212270450002,104.96757694500008,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""Asia/Phnom_Penh""]",25,,
,,,CMR,75,1,,,,24994885,7.407972718000032,12.350860429500074,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""Africa/Douala""]",26,,
,,,CAF,3,0,,,,5625118,6.61864105250006,20.91950301100013,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""Africa/Bangui""]",27,,
,,,TCD,3,0,,,,12075985,15.451357727500067,18.71679508450009,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""Africa/Ndjamena""]",28,,
,,,CHL,1306,4,,,,17789267,-36.567062457499944,-71.3604937374999,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""America/Santiago""]",29,,
,,Anhui,CHN,990,6,,,,63240000,32.02378204990168,117.2581712176775,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",30,,
,,Beijing,CHN,566,8,,,,21540000,40.236575323991985,116.42780846573805,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",31,,
,,Chongqing,CHN,578,6,,,,31020000,30.198712571927643,107.73296451180275,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",32,,
,,Fujian,CHN,328,1,,,,39410000,25.971159641604146,118.13227705193037,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",33,,
,,Gansu,CHN,136,2,,,,26370000,37.69770367228662,100.73804263765757,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",34,,
,,Guangdong,CHN,1448,8,,,,113460000,22.876783758944043,113.41792352680932,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",35,,
,,Guangxi,CHN,254,2,,,,49260000,23.899949245349177,108.27096784823755,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",36,,
,,Guizhou,CHN,146,2,,,,36000000,26.9387435980386,106.60127648352287,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",37,,
,,Hainan,CHN,168,6,,,,9340000,19.150763250500063,109.81287682400003,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",38,,
,,Hebei,CHN,319,6,,,,75560000,39.323827419599695,116.65206139450123,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",39,,
,,Heilongjiang,CHN,484,13,,,,37730000,48.501949771374576,127.97325321185173,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",40,,
,,Henan,CHN,1275,22,,,,96050000,33.87707977965809,113.48442223524788,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",41,,
,,,HKG,453,4,,,,7191503,22.41313304250005,114.21021569100003,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Hong_Kong""]",42,,
,,Hubei,CHN,67801,3169,,,,59170000,31.166405443456426,112.26392825753302,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",43,,
,,Hunan,CHN,1018,4,,,,68990000,27.369414984613826,111.50909061104284,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",44,,
,,Inner Mongolia,CHN,89,1,,,,25000034,45.35383134546877,111.62347220837569,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Ulaanbaatar""]",45,,
,,Jiangsu,CHN,640,0,,,,80510000,32.934811713190015,119.14963721029278,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",46,,
,,Jiangxi,CHN,936,1,,,,46480000,27.275131334293633,116.01917707751011,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",47,,
,,Jilin,CHN,95,1,,,,27040000,43.56576924140737,126.47365482303488,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",48,,
,,Liaoning,CHN,128,2,,,,43590000,41.09091390618639,122.31055016440854,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",49,,
,,,MAC,31,0,,,,601969,22.13420237850005,113.55058841250002,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Macau""]",50,,
,,Ningxia,CHN,75,0,,,,6880000,37.31081075681095,106.00808271719359,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",51,,
,,Qinghai,CHN,18,0,,,,6030000,35.43499502195269,96.23774885477579,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",52,,
,,Shaanxi,CHN,253,3,,,,38640000,35.63509908705319,108.36171166401203,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",53,,
,,Shandong,CHN,771,7,,,,100470000,36.33507593620547,118.74515424940193,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",54,,
,,Shanghai,CHN,451,5,,,,24240000,31.266158547445322,121.43153719907554,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",55,,
,,Shanxi,CHN,135,0,,,,37180000,37.66312775369286,112.3891919290642,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",56,,
,,Sichuan,CHN,547,3,,,,83410000,30.165213324835065,102.93966535826965,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",57,,
,,Tianjin,CHN,151,3,,,,15600000,39.40813751918114,117.34508644325369,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",58,,
,,Tibet,CHN,1,0,,,,3440000,31.88221486755922,88.74489831230724,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",59,,
,,Xinjiang,CHN,76,3,,,,24870000,41.752899103285706,84.98429810398284,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Urumqi"",""Asia/Shanghai""]",60,,
,,Yunnan,CHN,178,2,,,,48300000,25.179122725058342,101.85510583221756,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",61,,
,,Zhejiang,CHN,1243,1,,,,57370000,29.189050400871963,120.1641359794138,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",state,0.5098039215686274,"[""Asia/Shanghai""]",62,,
,,,COL,491,6,,,,47698524,4.114416812000066,-72.93652033249992,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""America/Bogota""]",63,,
,,,COG,4,0,,,,4954674,-0.6556773869999333,14.870201735054954,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""Africa/Brazzaville""]",64,,
,,,COD,51,3,,,,83301151,-4.029468688999948,21.726683794000053,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""Africa/Lubumbashi""]",65,,
,,,CRI,231,2,,,,4930258,9.615482479500045,-84.21760006449992,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""America/Costa_Rica""]",66,,
,,,CIV,96,0,,,,24184810,7.533667911000066,-5.536220662499915,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",country,0.47058823529411764,"[""Africa/Abidjan""]",67,,
